Customer_ID,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Unite_Sold,Sales_Classification,Total_Sales
45398,7 Series,2014,North America,Black,Diesel,Manual,3.3,32801,71358,3934,Low,280722372
45399,5 Series,2024,South America,Blue,Hybrid,Automatic,4.9,37482,92894,3089,Low,286949566
45400,M5,2024,Middle East,Blue,Hybrid,Automatic,2.1,193871,66082,4744,Low,313493008
45401,M5,2024,Middle East,Grey,Petrol,Automatic,2.1,92404,117104,3874,Low,453660896
45402,5 Series,2020,Middle East,White,Petrol,Automatic,3.1,127423,54350,7655,High,416049250
45403,3 Series,2019,North America,Red,Electric,Manual,4.5,76810,50816,1422,Low,72260352
45404,7 Series,2016,Asia,Grey,Diesel,Manual,3.5,111962,102465,3800,Low,389367000
45405,3 Series,2014,South America,White,Hybrid,Manual,3.3,7004,116955,2188,Low,255897540
45406,i8,2011,North America,Blue,Petrol,Manual,1.8,194709,76088,1292,Low,98305696
45407,M3,2021,Middle East,White,Electric,Manual,4.9,142332,76489,1990,Low,152213110
45408,M3,2021,South America,Silver,Petrol,Automatic,2.7,170758,108848,4795,Low,521926160
45409,3 Series,2021,Africa,White,Hybrid,Manual,2.4,148820,72755,5634,Low,409901670
45410,M5,2013,Africa,Silver,Electric,Automatic,2.9,665,107653,4454,Low,479486462
45411,X6,2022,Europe,Red,Petrol,Manual,2.9,10577,81717,6096,Low,498146832
45412,i3,2020,Middle East,Red,Diesel,Manual,3.1,48151,49970,7602,High,379871940
45413,i8,2014,Asia,Black,Diesel,Manual,3.9,3593,48586,6058,Low,294333988
45414,3 Series,2015,North America,Blue,Electric,Manual,4.5,190476,43670,9598,High,419144660
45415,X3,2014,Africa,Silver,Electric,Manual,1.7,132574,34570,3580,Low,123760600
45416,3 Series,2019,Africa,Black,Diesel,Automatic,3.2,23569,90112,963,Low,86777856
45417,X5,2020,Europe,Blue,Petrol,Manual,2.9,68746,84946,8777,High,745571042
45418,M3,2024,Middle East,Black,Hybrid,Automatic,1.5,182969,53328,9097,High,485124816
45419,7 Series,2010,North America,White,Hybrid,Manual,4.4,6047,89721,5862,Low,525944502
45420,M3,2010,Africa,White,Hybrid,Manual,1.9,49172,42755,3620,Low,154773100
45421,3 Series,2024,Asia,Red,Hybrid,Manual,1.9,64296,117711,7753,High,912613383
45422,i8,2012,Africa,Silver,Petrol,Automatic,1.7,178034,92198,6916,Low,637641368
45423,i3,2018,Europe,Red,Petrol,Automatic,2.2,46553,79620,6841,Low,544680420
45424,5 Series,2020,Asia,Grey,Petrol,Automatic,2.1,162349,101834,9393,High,956526762
45425,5 Series,2011,South America,Black,Electric,Manual,2.7,183863,82772,464,Low,38406208
45426,X6,2019,Europe,Grey,Hybrid,Manual,3.8,52743,88641,6033,Low,534771153
45427,X6,2014,Africa,Red,Petrol,Automatic,1.7,193443,84452,2091,Low,176589132
45428,7 Series,2018,Asia,Grey,Diesel,Manual,4.5,127347,98613,5756,Low,567616428
45429,M3,2016,Europe,Grey,Petrol,Manual,2.6,44117,64546,427,Low,27561142
45430,i8,2020,Europe,White,Diesel,Manual,3.6,4588,49054,8751,High,429271554
45431,5 Series,2017,South America,White,Diesel,Manual,1.5,142775,38337,3438,Low,131802606
45432,X1,2011,Africa,Red,Diesel,Manual,2.8,73714,40149,3407,Low,136787643
45433,X5,2014,North America,Grey,Electric,Automatic,1.5,124858,50290,2786,Low,140107940
45434,X1,2018,Europe,Silver,Hybrid,Automatic,2.1,132749,44098,9316,High,410816968
45435,X1,2010,Middle East,Red,Diesel,Automatic,3.1,133164,104912,2294,Low,240668128
45436,3 Series,2010,South America,Red,Hybrid,Manual,3.4,124638,109669,5493,Low,602411817
45437,X3,2019,Europe,Red,Petrol,Automatic,2,73286,66234,1396,Low,92462664
45438,X3,2017,Europe,Grey,Hybrid,Automatic,4.1,185766,115491,6133,Low,708306303
45439,X5,2011,North America,White,Petrol,Automatic,2.2,103018,71764,5026,Low,360685864
45440,X3,2018,Asia,Red,Diesel,Automatic,1.9,6100,80867,4170,Low,337215390
45441,5 Series,2019,North America,Blue,Petrol,Manual,2.7,142520,100250,7699,High,771824750
45442,3 Series,2018,Africa,Blue,Petrol,Automatic,3.4,106859,79960,9584,High,766336640
45443,5 Series,2013,Africa,White,Diesel,Manual,5,14538,32587,4927,Low,160556149
45444,X3,2011,Asia,White,Electric,Automatic,3,47476,69971,9917,High,693902407
45445,M3,2012,Africa,Red,Hybrid,Automatic,3,6629,54975,5344,Low,293786400
45446,X5,2019,South America,White,Petrol,Manual,1.7,120743,52906,3733,Low,197498098
45447,i3,2010,Asia,Red,Electric,Automatic,4.2,139690,97156,6765,Low,657260340
45448,i8,2012,Asia,Blue,Petrol,Manual,2.1,15064,106314,2392,Low,254303088
45449,M3,2014,North America,Grey,Diesel,Manual,4.1,95088,95550,7028,High,671525400
45450,X5,2012,Europe,White,Electric,Manual,4.7,4279,35379,7312,High,258691248
45451,i3,2012,North America,Grey,Diesel,Automatic,4.2,52323,88555,9362,High,829051910
45452,X3,2019,South America,White,Electric,Manual,3.7,114532,109401,809,Low,88505409
45453,M3,2015,South America,Blue,Hybrid,Manual,3.6,198557,100324,5584,Low,560209216
45454,X5,2012,North America,Blue,Hybrid,Automatic,3.1,190235,30917,9921,High,306727557
45455,X1,2012,Europe,White,Hybrid,Automatic,2,151747,48134,5788,Low,278599592
45456,7 Series,2024,Europe,Red,Diesel,Automatic,4.2,9128,64705,6268,Low,405570940
45457,X5,2018,Asia,White,Electric,Manual,3.2,158028,77216,8430,High,650930880
45458,i3,2011,North America,Grey,Hybrid,Manual,3.7,115749,45460,3773,Low,171520580
45459,M5,2010,Middle East,Silver,Hybrid,Automatic,2.8,149300,70869,3577,Low,253498413
45460,5 Series,2019,North America,White,Hybrid,Automatic,2.2,30691,68011,7556,High,513891116
45461,5 Series,2017,North America,Red,Diesel,Automatic,4.3,75731,47662,1429,Low,68108998
45462,M5,2022,Middle East,Blue,Hybrid,Automatic,2.7,108522,50803,582,Low,29567346
45463,X6,2023,Asia,White,Diesel,Automatic,4.5,141429,79602,2492,Low,198368184
45464,i8,2012,North America,Black,Petrol,Automatic,4.9,11074,46668,2581,Low,120450108
45465,X5,2016,Europe,Blue,Petrol,Automatic,4.4,143114,115553,7774,High,898309022
45466,7 Series,2011,Europe,White,Diesel,Automatic,1.9,25949,67081,3436,Low,230490316
45467,i3,2020,South America,Black,Electric,Automatic,4.5,44620,118877,6107,Low,725981839
45468,X3,2020,Europe,Silver,Electric,Automatic,3.3,40094,72046,2439,Low,175720194
45469,5 Series,2021,Middle East,White,Diesel,Manual,2.3,199851,113882,3321,Low,378202122
45470,M5,2017,Middle East,Blue,Electric,Automatic,1.8,27044,79668,5790,Low,461277720
45471,X3,2018,Asia,White,Electric,Manual,2.5,57820,72371,7082,High,512531422
45472,M3,2017,South America,Black,Diesel,Manual,2,186388,62536,5915,Low,369900440
45473,X1,2017,South America,Red,Electric,Manual,1.6,53390,69470,3405,Low,236545350
45474,i8,2017,Africa,Blue,Petrol,Automatic,5,69865,88794,7172,High,636830568
45475,X6,2023,Africa,Black,Hybrid,Automatic,4.4,150902,72166,902,Low,65093732
45476,5 Series,2016,North America,Red,Diesel,Automatic,4.1,138122,66345,1085,Low,71984325
45477,i8,2011,Africa,Red,Electric,Automatic,2.2,113121,67588,7337,High,495893156
45478,X3,2017,Middle East,Red,Hybrid,Manual,1.6,120071,89281,6002,Low,535864562
45479,5 Series,2014,Asia,Black,Electric,Manual,3.2,186977,95105,8740,High,831217700
45480,M3,2015,Middle East,Grey,Hybrid,Manual,4.1,96872,47447,8586,High,407379942
45481,M5,2013,North America,Grey,Electric,Manual,4.9,51507,55280,9535,High,527094800
45482,X6,2010,North America,Silver,Electric,Manual,4.5,101425,69229,7541,High,522055889
45483,X5,2022,South America,Blue,Electric,Automatic,4.6,147823,73850,8532,High,630088200
45484,i8,2014,North America,Red,Diesel,Automatic,2.3,83167,105913,1548,Low,163953324
45485,X1,2012,Asia,Black,Diesel,Automatic,2,6481,48308,4780,Low,230912240
45486,X1,2018,Africa,Grey,Electric,Automatic,2.4,94187,35003,8516,High,298085548
45487,3 Series,2013,Africa,Grey,Electric,Manual,2,76825,71472,6731,Low,481078032
45488,X5,2019,Europe,Red,Hybrid,Automatic,4.3,188978,41825,8469,High,354215925
45489,X5,2011,North America,Black,Petrol,Automatic,4.7,66191,50126,5808,Low,291131808
45490,X6,2013,Europe,Blue,Electric,Automatic,2.6,118568,46997,9203,High,432513391
45491,3 Series,2012,Europe,Grey,Petrol,Manual,4.6,192563,34413,9391,High,323172483
45492,X1,2012,Africa,White,Petrol,Automatic,1.7,129400,98976,9145,High,905135520
45493,3 Series,2014,Asia,Silver,Electric,Manual,3.9,95076,88522,7743,High,685425846
45494,i8,2010,Middle East,Black,Hybrid,Automatic,3.3,185811,76123,9854,High,750116042
45495,X6,2014,South America,Grey,Diesel,Automatic,2.5,4914,66755,8954,High,597724270
45496,X5,2017,Europe,Red,Hybrid,Automatic,4.2,156474,53970,7121,High,384320370
45497,5 Series,2024,Middle East,Grey,Electric,Automatic,2.2,51961,61196,5927,Low,362708692
45498,M5,2024,Middle East,Black,Electric,Automatic,3,102862,64573,7523,High,485782679
45499,5 Series,2019,Asia,White,Electric,Automatic,4,161731,51326,9261,High,475330086
45500,3 Series,2021,Middle East,White,Hybrid,Automatic,2.7,105205,60279,910,Low,54853890
45501,i3,2018,North America,Silver,Petrol,Automatic,4.5,164135,94874,8126,High,770946124
45502,7 Series,2021,Europe,White,Electric,Manual,4.5,51343,74078,5265,Low,390020670
45503,X5,2010,Asia,Red,Diesel,Automatic,2.2,15641,96026,3830,Low,367779580
45504,5 Series,2023,South America,Blue,Diesel,Manual,3,33096,41237,512,Low,21113344
45505,X5,2011,Asia,Black,Petrol,Manual,3,154063,109828,362,Low,39757736
45506,5 Series,2011,South America,Red,Diesel,Manual,2.9,60405,98573,1808,Low,178219984
45507,M5,2015,South America,Silver,Hybrid,Automatic,3.3,106062,85046,2011,Low,171027506
45508,M3,2010,Asia,Red,Electric,Automatic,1.8,151123,98586,5848,Low,576530928
45509,X5,2020,South America,Silver,Petrol,Manual,4.5,149890,110839,2443,Low,270779677
45510,7 Series,2010,North America,Silver,Petrol,Automatic,2.5,129668,52961,7975,High,422363975
45511,X1,2011,Asia,White,Hybrid,Automatic,1.5,132519,50855,2490,Low,126628950
45512,5 Series,2024,North America,White,Electric,Automatic,3.9,37558,91295,625,Low,57059375
45513,X3,2021,Africa,Grey,Petrol,Automatic,3.8,20454,109159,7372,High,804720148
45514,i8,2022,Middle East,Grey,Electric,Automatic,4.9,28748,57861,6712,Low,388363032
45515,M5,2013,Africa,White,Hybrid,Automatic,4,59626,112112,1561,Low,175006832
45516,X6,2011,Africa,Red,Diesel,Manual,2.7,146396,107452,7146,High,767851992
45517,7 Series,2013,Africa,Grey,Hybrid,Manual,4.8,3821,58076,7026,High,408041976
45518,i3,2012,Africa,White,Petrol,Manual,2.8,13766,40880,1927,Low,78775760
45519,5 Series,2012,Europe,Black,Hybrid,Automatic,4.4,168884,77097,7331,High,565198107
45520,M3,2024,Africa,Silver,Electric,Manual,2.7,165623,50031,8773,High,438921963
45521,i3,2018,North America,Silver,Hybrid,Automatic,1.7,190874,39133,135,Low,5282955
45522,X5,2017,Asia,Grey,Electric,Automatic,4.1,192840,67855,794,Low,53876870
45523,5 Series,2021,Middle East,White,Electric,Manual,2.7,117411,72580,6113,Low,443681540
45524,5 Series,2021,Asia,Black,Hybrid,Manual,2.7,84709,63416,7843,High,497371688
45525,i3,2019,Africa,Black,Petrol,Automatic,4,117483,42778,6578,Low,281393684
45526,X1,2018,Asia,Black,Hybrid,Manual,2.6,84006,64803,6513,Low,422061939
45527,X5,2010,Middle East,Red,Electric,Automatic,1.9,5578,74109,5337,Low,395519733
45528,5 Series,2021,Africa,White,Diesel,Manual,2.9,42808,93862,5743,Low,539049466
45529,7 Series,2014,Middle East,Silver,Hybrid,Manual,4.4,196771,104699,8689,High,909729611
45530,M5,2021,Europe,Silver,Electric,Automatic,2,136305,118362,3591,Low,425037942
45531,X5,2021,Europe,Black,Hybrid,Manual,3.4,153094,87524,5132,Low,449173168
45532,M3,2013,Europe,Red,Electric,Automatic,2,18022,84641,9917,High,839384797
45533,X3,2020,North America,Silver,Diesel,Automatic,1.7,20628,35384,8738,High,309185392
45534,5 Series,2023,Middle East,White,Electric,Manual,2.8,133902,91247,123,Low,11223381
45535,i3,2018,Asia,White,Diesel,Automatic,3.8,167725,77885,6291,Low,489974535
45536,M3,2023,Africa,Black,Petrol,Manual,2.5,160954,69015,5334,Low,368126010
45537,X5,2012,Africa,Blue,Hybrid,Manual,3.1,90792,77049,6467,Low,498275883
45538,3 Series,2014,North America,Grey,Diesel,Manual,3.2,30005,34332,5914,Low,203039448
45539,7 Series,2017,North America,White,Hybrid,Manual,4.4,122696,36483,7670,High,279824610
45540,i8,2019,North America,Silver,Electric,Manual,4.4,48907,111041,9736,High,1081095176
45541,3 Series,2024,North America,Red,Hybrid,Automatic,1.5,117895,69740,2816,Low,196387840
45542,X6,2014,Africa,Black,Diesel,Automatic,2.9,61333,89975,9579,High,861870525
45543,i8,2018,Middle East,Grey,Petrol,Manual,3.8,41198,99067,6447,Low,638684949
45544,i3,2011,South America,Red,Diesel,Automatic,4.5,167201,36433,3727,Low,135785791
45545,X5,2015,Europe,Red,Petrol,Manual,1.7,131411,43153,1792,Low,77330176
45546,M5,2014,Africa,Black,Diesel,Manual,3.7,4970,47696,300,Low,14308800
45547,i8,2018,Asia,White,Petrol,Automatic,4.4,22879,80068,3863,Low,309302684
45548,M3,2016,North America,Grey,Petrol,Automatic,2.4,177638,52293,6044,Low,316058892
45549,X3,2017,Asia,Red,Hybrid,Automatic,2.2,36883,69575,9200,High,640090000
45550,X5,2016,Europe,Black,Hybrid,Manual,3.1,198469,88161,1279,Low,112757919
45551,X6,2022,Africa,Grey,Electric,Automatic,4.9,92770,104481,9487,High,991211247
45552,3 Series,2019,Asia,Silver,Hybrid,Automatic,3.9,140952,41158,3832,Low,157717456
45553,M3,2019,Africa,Silver,Petrol,Manual,3,40845,116845,4786,Low,559220170
45554,M5,2014,Asia,Grey,Electric,Automatic,1.6,159712,37577,7808,High,293401216
45555,X1,2020,Africa,Blue,Petrol,Manual,3.4,65127,67297,3848,Low,258958856
45556,X3,2022,Asia,Blue,Diesel,Manual,2.7,2490,31140,5279,Low,164388060
45557,M3,2023,Europe,Silver,Electric,Manual,2.1,143503,66973,8354,High,559492442
45558,M5,2014,North America,Black,Diesel,Automatic,3.3,98165,41789,9067,High,378900863
45559,M5,2022,Middle East,White,Hybrid,Manual,2.7,37733,77388,9083,High,702915204
45560,5 Series,2020,Middle East,Red,Petrol,Automatic,1.6,7912,66593,2916,Low,194185188
45561,X6,2013,Africa,Grey,Diesel,Automatic,4,108275,33577,3185,Low,106942745
45562,i8,2011,North America,Black,Petrol,Automatic,4.1,120933,93550,6841,Low,639975550
45563,X6,2023,Asia,Red,Petrol,Manual,3.7,56642,59783,9560,High,571525480
45564,X6,2018,Africa,White,Hybrid,Manual,4.4,110117,51045,169,Low,8626605
45565,3 Series,2019,Africa,Red,Electric,Manual,2.2,159689,110516,7804,High,862466864
45566,X6,2019,Africa,Black,Petrol,Manual,2.5,129964,97352,7719,High,751460088
45567,X3,2021,Asia,Blue,Petrol,Manual,3.1,11488,36244,7221,High,261717924
45568,X3,2019,Europe,White,Diesel,Automatic,1.7,14686,75028,2087,Low,156583436
45569,M5,2019,Asia,Red,Hybrid,Manual,4.6,189803,109647,1112,Low,121927464
45570,X5,2012,South America,Grey,Diesel,Manual,3.2,43756,83679,8064,High,674787456
45571,i3,2020,Middle East,Grey,Electric,Manual,2.6,46232,116592,6476,Low,755049792
45572,M3,2020,Africa,White,Petrol,Automatic,3.2,147277,49449,2557,Low,126441093
45573,X5,2012,Africa,Grey,Petrol,Automatic,2.6,142643,45553,3802,Low,173192506
45574,X3,2012,Europe,White,Hybrid,Manual,2.5,90730,70133,9414,High,660232062
45575,3 Series,2017,South America,Silver,Petrol,Automatic,3.1,50989,95854,9299,High,891346346
45576,X6,2015,Europe,Blue,Hybrid,Automatic,3.2,31609,103240,550,Low,56782000
45577,X6,2010,North America,Blue,Petrol,Manual,3,123655,93624,8191,High,766874184
45578,i3,2021,South America,Grey,Electric,Manual,3.4,20407,94249,4644,Low,437692356
45579,X5,2022,Europe,Blue,Diesel,Manual,4.2,195340,68060,2671,Low,181788260
45580,X3,2024,Asia,Black,Diesel,Automatic,1.7,32589,110790,5069,Low,561594510
45581,i8,2023,Europe,Red,Electric,Manual,4.3,124862,87180,7805,High,680439900
45582,X6,2012,Europe,Red,Petrol,Automatic,2.3,102670,57019,5463,Low,311494797
45583,X5,2013,Asia,Blue,Diesel,Manual,2.4,39220,115415,9998,High,1153919170
45584,X5,2022,South America,Silver,Diesel,Automatic,3.6,19443,109246,7545,High,824261070
45585,7 Series,2011,Middle East,Silver,Diesel,Automatic,4.9,141572,47945,7276,High,348847820
45586,M3,2015,Asia,Red,Hybrid,Manual,1.6,45378,117401,2141,Low,251355541
45587,M5,2019,South America,Grey,Petrol,Automatic,3.9,171616,63064,4192,Low,264364288
45588,M3,2021,South America,White,Hybrid,Automatic,3.9,141330,76467,2009,Low,153622203
45589,X6,2010,Africa,Blue,Electric,Automatic,3.5,99742,105590,2473,Low,261124070
45590,X5,2010,South America,Blue,Petrol,Manual,1.5,160863,73799,3241,Low,239182559
45591,3 Series,2017,Asia,Grey,Diesel,Manual,3.6,76596,53812,5950,Low,320181400
45592,3 Series,2013,Asia,Red,Petrol,Automatic,1.9,100929,105998,937,Low,99320126
45593,M3,2024,Middle East,Blue,Electric,Automatic,1.8,59512,76508,9776,High,747942208
45594,X6,2024,Asia,Black,Hybrid,Manual,3.9,70863,83171,1357,Low,112863047
45595,3 Series,2010,North America,White,Diesel,Manual,4,87423,95197,5527,Low,526153819
45596,5 Series,2016,Middle East,Grey,Electric,Manual,4.6,1284,85982,4096,Low,352182272
45597,X3,2018,Asia,Silver,Electric,Automatic,1.5,52637,73600,6802,Low,500627200
45598,X5,2019,South America,White,Electric,Manual,2.8,143408,30956,8421,High,260680476
45599,3 Series,2016,South America,Grey,Petrol,Automatic,1.5,59449,106586,3523,Low,375502478
45600,X3,2010,Middle East,White,Hybrid,Automatic,2.8,91537,60744,5587,Low,339376728
45601,i8,2010,North America,Grey,Petrol,Automatic,3.2,120227,73011,2521,Low,184060731
45602,M3,2021,Europe,Red,Electric,Automatic,3.4,10344,79313,8914,High,706996082
45603,i3,2010,Asia,Blue,Diesel,Manual,2.7,57085,103502,5972,Low,618113944
45604,M5,2024,Africa,Red,Hybrid,Manual,4,58149,78986,7464,High,589551504
45605,i3,2017,Europe,Grey,Hybrid,Manual,3,57137,100494,4150,Low,417050100
45606,X6,2016,Europe,White,Electric,Automatic,3.3,177968,41054,1022,Low,41957188
45607,X6,2023,Africa,White,Hybrid,Automatic,4.3,173623,93832,5556,Low,521330592
45608,X1,2012,Europe,White,Electric,Manual,2.1,30880,103560,8346,High,864311760
45609,7 Series,2012,Asia,Black,Petrol,Automatic,2.6,25473,106691,7769,High,828882379
45610,i3,2021,North America,Grey,Hybrid,Automatic,3.3,73217,51814,1764,Low,91399896
45611,X5,2012,Africa,White,Diesel,Automatic,4.2,148639,77210,3138,Low,242284980
45612,5 Series,2011,Europe,White,Petrol,Automatic,3,139787,54022,2773,Low,149803006
45613,M5,2023,South America,Black,Electric,Automatic,1.8,177702,58810,4889,Low,287522090
45614,i8,2023,Europe,Red,Petrol,Automatic,5,178738,92202,7479,High,689578758
45615,X6,2013,Africa,Grey,Petrol,Automatic,4,6789,71090,4532,Low,322179880
45616,X5,2016,Asia,Black,Diesel,Automatic,4,48142,71986,3720,Low,267787920
45617,3 Series,2018,Asia,Black,Diesel,Automatic,3.1,134367,118160,7506,High,886908960
45618,i8,2012,Middle East,Silver,Electric,Automatic,3.4,125228,60724,9039,High,548884236
45619,M5,2019,South America,Blue,Petrol,Automatic,5,31532,82708,2586,Low,213882888
45620,X5,2016,Africa,White,Hybrid,Automatic,3.6,198926,95858,6286,Low,602563388
45621,7 Series,2021,Africa,Red,Electric,Automatic,2.3,60169,77588,4471,Low,346895948
45622,7 Series,2024,Asia,Red,Electric,Automatic,4.9,147424,36431,1348,Low,49108988
45623,i3,2013,Europe,Red,Electric,Automatic,3.4,169062,41144,404,Low,16622176
45624,7 Series,2010,Europe,Blue,Petrol,Manual,1.6,99182,96628,9411,High,909366108
45625,5 Series,2014,Asia,Red,Electric,Manual,3.5,8034,68437,1158,Low,79250046
45626,X5,2017,Asia,White,Petrol,Manual,1.7,82404,117087,5277,Low,617868099
45627,X3,2012,Africa,Grey,Diesel,Automatic,3.3,190754,60303,761,Low,45890583
45628,M3,2019,South America,Grey,Diesel,Automatic,4.4,116361,52751,9031,High,476394281
45629,7 Series,2013,Middle East,Blue,Hybrid,Manual,3.4,112467,46574,1737,Low,80899038
45630,7 Series,2024,Asia,Red,Petrol,Manual,2.8,142494,115526,5090,Low,588027340
45631,X5,2012,Africa,Red,Diesel,Automatic,4.6,61342,96059,9562,High,918516158
45632,X3,2024,Middle East,Red,Electric,Automatic,4.7,145822,40363,865,Low,34913995
45633,X3,2019,North America,Black,Electric,Automatic,2.7,104815,114003,4603,Low,524755809
45634,5 Series,2023,Europe,Black,Electric,Manual,3.2,72008,52810,5061,Low,267271410
45635,X3,2023,Middle East,White,Diesel,Automatic,4.9,199674,85599,3269,Low,279823131
45636,5 Series,2017,North America,Black,Hybrid,Manual,2.1,98764,97710,9098,High,888965580
45637,7 Series,2019,South America,White,Petrol,Automatic,2.5,102265,90823,3134,Low,284639282
45638,X5,2017,South America,White,Hybrid,Automatic,3,25576,38403,1218,Low,46774854
45639,X3,2023,North America,Black,Hybrid,Automatic,1.9,139927,34215,8889,High,304137135
45640,i3,2013,Middle East,Blue,Electric,Manual,2.5,18164,98722,6811,Low,672395542
45641,X1,2020,North America,Red,Diesel,Manual,3.4,40024,112573,8550,High,962499150
45642,3 Series,2011,South America,Black,Hybrid,Manual,2.3,196346,90532,4475,Low,405130700
45643,3 Series,2021,Africa,Red,Hybrid,Manual,3.9,84282,79335,693,Low,54979155
45644,M3,2012,Europe,Blue,Electric,Automatic,2.7,6109,103904,3847,Low,399718688
45645,X5,2012,Middle East,White,Electric,Manual,1.8,66007,44540,8646,High,385092840
45646,M3,2013,Asia,Red,Hybrid,Manual,4.2,158792,85566,3447,Low,294946002
45647,i3,2020,North America,White,Petrol,Automatic,3.5,6300,54518,9682,High,527843276
45648,7 Series,2022,Europe,Black,Electric,Manual,4.4,8521,111422,739,Low,82340858
45649,M3,2011,Europe,Blue,Diesel,Automatic,2.8,143309,113717,5422,Low,616573574
45650,i8,2011,South America,Black,Petrol,Automatic,1.6,32853,65298,3263,Low,213067374
45651,X6,2012,Europe,Red,Diesel,Manual,1.7,79276,51010,2967,Low,151346670
45652,5 Series,2021,Europe,Red,Diesel,Manual,4.3,56203,108155,5202,Low,562622310
45653,M3,2010,Europe,Blue,Diesel,Manual,2.9,87303,90319,7438,High,671792722
45654,i3,2017,Middle East,Red,Petrol,Automatic,4.9,27579,50235,7022,High,352750170
45655,5 Series,2015,Africa,Grey,Hybrid,Automatic,4.4,109506,80263,4660,Low,374025580
45656,5 Series,2012,North America,Silver,Petrol,Automatic,1.6,7961,79826,9840,High,785487840
45657,M3,2010,Africa,Black,Diesel,Automatic,4.5,20243,87533,9838,High,861149654
45658,3 Series,2012,Middle East,Grey,Electric,Manual,2.2,163664,66592,5832,Low,388364544
45659,X6,2010,Africa,Black,Hybrid,Automatic,3.2,83916,98801,2303,Low,227538703
45660,X1,2012,North America,White,Petrol,Automatic,3.3,159145,96822,9583,High,927845226
45661,3 Series,2013,Europe,Black,Electric,Automatic,1.7,36913,87051,6584,Low,573143784
45662,i8,2015,Asia,Silver,Electric,Automatic,1.9,65157,97500,8616,High,840060000
45663,i3,2016,Africa,Blue,Petrol,Automatic,3,62961,110591,7089,High,783979599
45664,X6,2016,South America,White,Hybrid,Automatic,3.7,23026,46162,9066,High,418504692
45665,X1,2018,Africa,Red,Petrol,Manual,2.4,106655,104992,3121,Low,327680032
45666,i8,2017,South America,Silver,Hybrid,Manual,3.3,119839,43901,6282,Low,275786082
45667,5 Series,2022,Middle East,Grey,Electric,Automatic,2.8,60842,95165,7040,High,669961600
45668,X5,2013,Asia,Red,Diesel,Automatic,3.7,78111,73264,6486,Low,475190304
45669,X6,2015,North America,Red,Electric,Automatic,3,130688,69306,6708,Low,464904648
45670,X6,2020,Europe,Black,Electric,Automatic,4.5,127080,71549,2699,Low,193110751
45671,i8,2010,Africa,Black,Electric,Automatic,4.9,167434,72277,285,Low,20598945
45672,i3,2017,Africa,Silver,Electric,Manual,4.7,116747,67216,9125,High,613346000
45673,X1,2015,South America,Silver,Electric,Manual,2.1,103956,75980,3249,Low,246859020
45674,X6,2011,Middle East,Silver,Electric,Manual,3.1,107796,30946,7295,High,225751070
45675,7 Series,2017,Asia,White,Diesel,Manual,3.1,182921,87276,2030,Low,177170280
45676,X6,2013,South America,Grey,Electric,Automatic,4.4,1160,115767,6054,Low,700853418
45677,M3,2018,Europe,Black,Hybrid,Manual,2.8,92555,103184,2757,Low,284478288
45678,X6,2013,Asia,White,Diesel,Manual,3.4,114463,106604,4549,Low,484941596
45679,X1,2010,Asia,Red,Hybrid,Automatic,3.6,45780,92088,8807,High,811019016
45680,X3,2016,Asia,White,Petrol,Automatic,1.9,122385,107317,3087,Low,331287579
45681,X5,2019,North America,Black,Diesel,Automatic,3.5,122344,97107,4137,Low,401731659
45682,i8,2014,North America,Red,Petrol,Manual,2.4,158886,96298,6666,Low,641922468
45683,X6,2019,Africa,Grey,Hybrid,Automatic,2.2,104900,82420,8964,High,738812880
45684,X3,2020,Asia,Silver,Diesel,Manual,2.4,113028,58942,1332,Low,78510744
45685,X3,2021,South America,Blue,Diesel,Automatic,1.8,58603,33358,1969,Low,65681902
45686,X3,2014,Middle East,Grey,Hybrid,Automatic,1.7,127302,40403,2874,Low,116118222
45687,3 Series,2013,Middle East,White,Hybrid,Manual,3.8,22455,100648,2056,Low,206932288
45688,X6,2015,Europe,Blue,Diesel,Automatic,4.8,141133,44560,5228,Low,232959680
45689,5 Series,2010,Asia,Silver,Diesel,Automatic,3.9,177941,99254,4101,Low,407040654
45690,X1,2012,North America,Blue,Diesel,Manual,2.6,69600,92015,9187,High,845341805
45691,i8,2020,Middle East,Blue,Diesel,Automatic,2.7,148700,44994,1396,Low,62811624
45692,3 Series,2021,North America,Silver,Diesel,Automatic,3.4,121194,57125,467,Low,26677375
45693,3 Series,2016,South America,Blue,Petrol,Manual,4.5,170958,73905,9038,High,667953390
45694,i3,2020,Middle East,Grey,Electric,Automatic,2.2,162078,38289,1354,Low,51843306
45695,M5,2017,South America,Blue,Diesel,Manual,3.1,179931,109215,7568,High,826539120
45696,X3,2021,North America,Red,Hybrid,Manual,3.2,108817,80738,1254,Low,101245452
45697,3 Series,2018,North America,Black,Petrol,Manual,4.8,8096,71635,5267,Low,377301545
45698,5 Series,2010,Middle East,Red,Diesel,Automatic,3.4,180076,43730,9831,High,429909630
45699,3 Series,2013,North America,Blue,Hybrid,Automatic,4.2,175758,113236,3415,Low,386700940
45700,X6,2011,Asia,Silver,Hybrid,Automatic,1.8,184838,45364,6740,Low,305753360
45701,X3,2011,North America,Silver,Electric,Automatic,2.6,57379,60041,7826,High,469880866
45702,X3,2010,Africa,Blue,Diesel,Automatic,3.6,12071,96868,3180,Low,308040240
